brand,model,release_year,ram_gb,storage_gb,screen_size_inches,battery_capacity,processor_score,camera_score,os_type,has_5g,original_price,purchase_year,age_months,usage_hours_per_day,condition,battery_health,screen_cracked,body_damage,repair_history,water_damage,city_tier,seller_type,warranty_remaining_months,box_available,charger_available,market_demand_score,resale_price
Realme,Realme GT,2023,12,64,5.9,4174,42,98,Android,1,144195,2024,17,3.5,Fair,74,1,0,0,0,Tier2,Store,0,0,1,46,19358.13
Google,Pixel 7,2023,4,128,6.38,5644,74,54,Android,0,47697,2023,50,6.5,Good,56,0,0,0,0,Tier3,Store,18,1,1,85,12089.13
Samsung,Galaxy S21,2025,6,256,5.61,5978,74,87,Android,1,76719,2025,53,6.6,Excellent,98,0,0,1,0,Tier3,Individual,22,1,0,66,27782.73
OnePlus,Nord 3,2021,16,256,6.44,3172,56,75,Android,0,104968,2024,3,8.0,Excellent,71,0,0,0,0,Tier3,Individual,19,1,1,90,68212.15
Vivo,Vivo V27,2024,12,1024,5.96,5658,96,43,Android,1,65428,2024,44,7.2,Poor,72,0,0,0,0,Tier3,Individual,24,1,1,54,13419.39
Samsung,Galaxy S23,2021,8,1024,5.91,4498,97,74,Android,1,133112,2021,11,6.4,Excellent,57,0,0,0,0,Tier1,Individual,7,1,0,94,66140.71
Apple,iPhone 12,2020,12,256,6.79,6066,57,96,iOS,1,82143,2025,16,11.1,Poor,56,0,1,0,0,Tier2,Individual,1,1,1,98,18621.05
Realme,Realme Narzo 60,2021,12,512,6.7,4246,91,73,Android,0,42212,2021,67,10.5,Good,79,0,0,0,1,Tier3,Individual,0,1,0,78,4800.85
Xiaomi,Mi 11,2023,8,512,6.0,4729,95,84,Android,0,140943,2025,63,9.6,Good,86,0,0,0,0,Tier3,Individual,0,0,1,81,34925.03
Vivo,Vivo X90,2020,6,1024,6.18,6105,96,46,Android,1,68457,2023,5,8.0,Excellent,77,0,1,0,0,Tier2,Store,17,1,1,50,25999.06
Apple,iPhone 13,2023,8,256,6.48,4184,68,57,iOS,1,45218,2023,17,7.9,Fair,61,0,0,1,0,Tier2,Store,21,1,1,100,16753.28
Realme,Realme Narzo 60,2024,6,1024,6.04,4639,56,64,Android,1,123104,2024,46,9.9,Poor,64,0,1,0,0,Tier2,Store,1,1,1,58,12294.78
OnePlus,OnePlus 11,2023,16,128,5.95,4617,55,85,Android,1,147838,2025,29,7.2,Excellent,60,0,0,0,0,Tier1,Individual,6,1,1,67,41738.95
Realme,Realme Narzo 60,2024,16,256,6.31,4443,73,88,Android,1,50706,2025,46,2.8,Good,95,0,0,0,0,Tier2,Store,9,1,1,75,16440.02
Xiaomi,Mi 11,2020,16,512,5.83,4889,44,85,Android,1,47903,2025,16,11.3,Good,72,0,0,1,1,Tier1,Store,24,1,1,76,12655.8
Samsung,Galaxy S22,2024,12,128,6.41,5177,48,57,Android,1,48917,2024,59,11.1,Fair,91,0,1,0,0,Tier1,Store,6,1,1,54,6821.33
Xiaomi,Mi 11,2024,4,512,6.5,4359,100,62,Android,1,91521,2025,22,10.2,Good,99,1,0,1,0,Tier1,Store,0,1,1,57,21959.57
Vivo,Vivo V27,2019,12,128,6.02,5984,42,66,Android,1,114704,2022,55,2.8,Fair,66,0,0,0,0,Tier1,Individual,0,0,1,50,11225.77
OnePlus,OnePlus 10,2022,16,128,6.48,5624,68,75,Android,1,112937,2025,46,8.4,Poor,62,0,0,1,0,Tier1,Store,3,0,1,46,8645.29
Apple,iPhone 15,2023,4,64,6.79,3356,50,77,iOS,1,66311,2024,52,7.2,Good,81,0,0,0,0,Tier2,Store,15,1,1,83,27660.77
Apple,iPhone 11,2025,12,256,5.91,3509,43,69,iOS,1,70529,2025,22,6.8,Poor,88,0,0,0,0,Tier1,Individual,0,1,1,63,20441.97
Xiaomi,Poco X5,2025,16,512,5.72,6179,52,41,Android,1,132854,2025,40,9.2,Good,79,0,0,0,0,Tier3,Store,2,1,1,87,43704.83
Samsung,Galaxy S21,2025,12,512,6.66,5324,72,84,Android,1,119688,2025,23,7.4,Fair,57,0,0,0,0,Tier3,Individual,0,1,0,72,31230.99
Apple,iPhone 14,2024,12,64,6.61,3291,54,100,iOS,1,77176,2024,40,8.0,Fair,75,0,0,0,0,Tier2,Individual,1,1,1,51,16863.13
OnePlus,OnePlus 9,2021,4,128,5.79,3854,73,65,Android,0,119188,2023,25,1.3,Excellent,91,0,0,1,0,Tier1,Individual,20,0,1,86,64403.35
OnePlus,OnePlus 10,2023,6,1024,5.59,4830,76,80,Android,0,127542,2025,22,9.2,Fair,68,0,0,0,0,Tier2,Individual,0,1,1,77,37469.2
Apple,iPhone 13,2025,4,512,6.24,5233,51,86,iOS,1,47092,2025,13,9.9,Good,55,0,0,0,0,Tier1,Store,0,1,1,98,25166.51
Realme,Realme GT,2023,12,64,5.84,4454,78,69,Android,1,93796,2023,67,3.8,Fair,60,0,0,0,0,Tier2,Store,2,1,1,94,16583.84
Apple,iPhone 11,2021,4,64,5.57,4805,51,57,iOS,1,85777,2022,55,1.7,Fair,71,0,0,0,0,Tier1,Store,20,1,1,51,16090.26
Samsung,Galaxy S21,2020,6,512,6.09,3987,59,49,Android,0,127204,2020,27,7.6,Fair,85,0,0,0,0,Tier1,Store,21,1,1,60,39132.96
Apple,iPhone 15,2024,16,256,6.21,3573,62,68,iOS,1,137858,2024,4,2.4,Poor,74,0,1,0,0,Tier2,Store,0,0,1,66,32294.26
Samsung,Galaxy S22,2021,6,1024,6.91,4826,89,60,Android,1,127283,2025,33,6.0,Good,60,0,0,1,0,Tier1,Store,0,0,0,46,20024.15
Google,Pixel 8,2020,4,256,6.24,4496,97,62,Android,0,78210,2025,36,7.1,Good,70,0,0,1,0,Tier2,Store,0,1,1,100,27171.14
Samsung,Galaxy A54,2023,12,512,5.74,5398,54,53,Android,0,33416,2024,66,11.8,Good,98,0,0,0,0,Tier1,Store,13,1,1,74,11283.6
Vivo,Vivo V27,2022,12,64,6.48,3014,61,55,Android,1,87797,2025,60,5.0,Fair,95,1,0,0,0,Tier1,Individual,5,0,1,84,13143.76
Samsung,Galaxy A54,2020,4,64,6.2,3723,80,58,Android,1,60304,2020,63,3.5,Fair,68,1,0,0,0,Tier1,Store,0,1,1,45,4304.52
Vivo,Vivo V27,2019,12,1024,6.18,3084,78,92,Android,1,66415,2020,65,5.7,Fair,86,0,1,0,0,Tier3,Store,5,1,1,83,9254.83
Xiaomi,Poco X5,2023,4,64,5.58,4045,83,96,Android,1,34768,2023,29,7.6,Good,56,0,0,0,0,Tier2,Store,15,1,1,82,11494.48
Apple,iPhone 13,2023,6,1024,6.16,4625,53,80,iOS,1,11952,2024,45,9.2,Fair,67,0,0,0,0,Tier2,Store,5,1,1,96,5278.22
Samsung,Galaxy S23,2023,6,1024,5.72,3043,62,87,Android,1,112150,2025,5,5.7,Good,69,0,0,0,0,Tier3,Individual,0,1,1,75,51388.49
OnePlus,Nord 3,2025,8,512,5.95,5924,48,45,Android,1,107385,2025,60,7.4,Good,84,0,0,0,0,Tier1,Individual,3,1,1,55,16637.24
OnePlus,Nord 3,2019,8,128,5.97,3683,92,61,Android,1,44376,2020,1,2.7,Poor,59,0,0,0,0,Tier1,Store,0,1,1,78,12998.1
Apple,iPhone 13,2025,6,512,5.75,4180,78,59,iOS,1,128940,2025,46,2.6,Fair,78,0,0,0,0,Tier3,Individual,0,1,1,42,22276.44
Xiaomi,Redmi Note 12,2024,8,256,6.39,4439,92,89,Android,0,106947,2025,54,4.2,Excellent,55,0,0,0,0,Tier3,Individual,5,1,0,73,19877.25
Samsung,Galaxy A54,2020,6,128,6.09,4725,72,100,Android,1,120831,2021,65,4.4,Good,56,0,1,0,0,Tier1,Individual,0,1,1,60,12622.79
Realme,Realme Narzo 60,2024,4,64,6.55,5597,68,75,Android,0,76362,2025,61,11.1,Good,87,0,1,0,0,Tier1,Store,0,0,1,100,19843.3
Google,Pixel 6,2022,6,1024,6.29,5572,47,52,Android,1,29593,2022,66,11.1,Excellent,62,0,0,0,0,Tier2,Store,20,1,1,83,8715.95
Vivo,Vivo X90,2019,4,1024,6.19,4984,44,92,Android,1,26598,2023,16,3.1,Fair,84,0,0,0,0,Tier3,Store,14,1,1,50,9389.25
Realme,Realme Narzo 60,2024,4,256,6.64,5127,47,82,Android,1,110680,2024,50,5.3,Fair,95,0,0,0,0,Tier1,Individual,2,1,1,41,11910.23
Xiaomi,Poco X5,2025,16,128,5.52,6477,89,45,Android,1,76569,2025,70,2.7,Poor,83,0,0,0,0,Tier2,Individual,0,1,1,73,3171.23
Google,Pixel 8,2022,4,64,6.45,4640,80,47,Android,1,117925,2023,36,5.9,Good,95,0,0,0,0,Tier1,Individual,7,1,1,67,45464.77
OnePlus,OnePlus 9,2024,8,64,6.88,5859,68,48,Android,0,57442,2025,12,1.4,Fair,89,0,0,0,0,Tier3,Individual,0,0,1,61,19588.18
Vivo,Vivo X90,2025,8,1024,5.64,4687,55,79,Android,1,12394,2025,7,6.0,Fair,59,0,0,0,0,Tier2,Individual,0,0,1,58,2000.0
Apple,iPhone 12,2020,6,1024,6.61,5343,69,77,iOS,1,92820,2021,41,5.0,Fair,96,0,0,0,0,Tier3,Store,16,1,1,49,25131.75
Xiaomi,Mi 11,2021,4,256,5.64,6462,86,45,Android,1,104610,2023,69,4.7,Poor,89,1,0,0,0,Tier1,Individual,0,1,1,42,7771.86
Samsung,Galaxy S21,2023,16,1024,6.74,5717,47,59,Android,1,39584,2025,13,9.7,Fair,78,0,0,0,0,Tier3,Individual,0,1,1,88,20266.34
Apple,iPhone 12,2019,6,64,5.65,6350,93,72,iOS,0,14043,2020,47,1.6,Fair,62,0,0,1,0,Tier3,Store,0,0,1,62,5296.11
Xiaomi,Redmi Note 12,2021,16,256,6.2,5734,65,60,Android,1,45130,2025,53,4.6,Fair,71,0,0,0,0,Tier3,Individual,5,1,1,65,5820.42
Realme,Realme GT,2021,4,64,6.58,4937,97,93,Android,1,125440,2022,56,5.1,Fair,65,0,0,0,0,Tier3,Store,13,1,1,82,19896.28
Realme,Realme Narzo 60,2023,12,64,6.05,3121,71,85,Android,1,93388,2025,65,3.9,Good,90,0,0,1,0,Tier2,Store,15,1,1,45,15569.75
OnePlus,OnePlus 10,2023,6,256,5.64,3823,57,44,Android,1,143415,2024,36,9.1,Good,83,0,0,0,1,Tier1,Individual,12,1,0,67,27736.85
Vivo,Vivo X90,2022,6,1024,6.58,5086,70,97,Android,0,66904,2025,69,6.7,Good,68,0,0,0,0,Tier3,Individual,0,1,1,55,5623.22
Google,Pixel 8,2024,6,256,6.91,5227,67,68,Android,1,17177,2024,59,10.3,Poor,100,0,0,1,0,Tier1,Individual,0,1,1,91,9674.13
OnePlus,Nord 3,2019,6,128,6.28,3486,95,84,Android,1,52915,2019,42,3.6,Fair,64,0,0,0,1,Tier2,Individual,20,1,1,85,11325.79
OnePlus,OnePlus 10,2021,4,256,6.63,5764,67,82,Android,1,95732,2022,51,10.2,Fair,88,0,1,0,0,Tier2,Store,11,1,1,47,13969.56
Google,Pixel 8,2020,8,64,6.75,5833,48,54,Android,1,66329,2022,27,6.5,Fair,80,0,0,0,0,Tier1,Store,0,1,1,56,18307.13
Xiaomi,Poco X5,2022,4,1024,6.71,6091,82,65,Android,1,145892,2022,64,1.2,Fair,77,0,0,0,0,Tier1,Individual,0,1,1,90,26017.21
Realme,Realme GT,2020,16,256,6.86,3408,55,76,Android,1,146395,2020,44,9.0,Good,75,0,0,0,0,Tier1,Store,0,1,1,80,37532.54
Vivo,Vivo V27,2024,12,64,5.69,6275,67,69,Android,1,80218,2024,10,11.6,Fair,84,0,1,0,0,Tier1,Individual,19,1,0,93,36066.76
Xiaomi,Redmi Note 12,2024,16,64,6.39,4025,51,75,Android,1,69911,2025,16,11.5,Poor,81,0,1,0,0,Tier1,Individual,0,1,1,73,14145.77
Apple,iPhone 14,2021,8,256,6.35,5712,61,55,iOS,1,40189,2021,32,11.9,Good,55,0,0,0,1,Tier1,Individual,20,0,1,65,6268.41
Xiaomi,Redmi Note 12,2023,6,256,6.92,4872,71,46,Android,1,39903,2024,62,7.6,Fair,89,0,0,0,0,Tier2,Store,10,1,1,95,10144.86
Samsung,Galaxy A54,2025,6,1024,6.35,5732,43,90,Android,0,15654,2025,51,5.6,Poor,82,0,0,0,0,Tier2,Individual,7,1,1,54,4622.46
OnePlus,OnePlus 11,2021,12,256,6.64,3776,69,67,Android,1,85664,2023,53,11.8,Good,67,0,0,1,0,Tier2,Individual,6,0,1,86,19656.68
OnePlus,OnePlus 9,2022,6,128,6.93,5963,76,48,Android,1,25673,2022,17,5.5,Good,73,0,0,0,0,Tier1,Store,0,1,1,48,9488.74
OnePlus,Nord 3,2024,8,512,6.75,3950,47,85,Android,1,79283,2025,32,9.7,Fair,75,0,0,0,0,Tier3,Individual,16,1,0,85,27905.79
Samsung,Galaxy S23,2024,6,512,6.55,3460,96,68,Android,1,69786,2025,53,3.9,Fair,55,1,0,0,0,Tier3,Individual,8,1,1,99,10443.18
Samsung,Galaxy S21,2019,6,1024,5.88,3843,55,43,Android,1,81550,2025,32,9.8,Excellent,84,0,0,0,0,Tier2,Individual,15,0,1,46,23965.43
Vivo,Vivo X90,2022,4,128,6.27,6493,55,52,Android,1,127905,2023,16,4.6,Good,62,0,0,0,0,Tier1,Individual,16,1,1,50,27518.58
Google,Pixel 6,2024,12,128,5.82,5870,67,76,Android,1,124824,2024,4,10.4,Poor,98,0,0,0,0,Tier1,Individual,0,1,1,56,40107.55
Realme,Realme GT,2022,4,64,5.64,5789,53,46,Android,0,125488,2025,66,10.8,Excellent,72,0,1,0,0,Tier3,Store,12,1,0,50,11200.37
Samsung,Galaxy S21,2020,16,128,6.96,3946,89,58,Android,1,75795,2023,54,9.7,Good,81,0,0,0,0,Tier2,Store,16,0,0,77,22195.29
OnePlus,OnePlus 10,2020,6,1024,5.72,6308,92,70,Android,1,130688,2024,66,11.2,Good,100,0,1,0,0,Tier2,Store,0,1,1,74,28674.12
Samsung,Galaxy S22,2020,8,512,5.74,4835,97,61,Android,1,75303,2021,70,2.4,Good,74,0,0,0,0,Tier3,Individual,0,1,1,66,13579.67
OnePlus,Nord 3,2020,16,256,6.34,4032,69,68,Android,0,46593,2024,1,11.6,Poor,62,0,0,0,0,Tier3,Store,3,1,1,73,14997.15
Google,Pixel 8,2019,4,1024,6.29,4359,46,59,Android,1,14170,2021,15,12.0,Fair,58,0,0,0,0,Tier3,Store,24,0,1,43,2000.0
Samsung,Galaxy S22,2022,4,64,5.83,3836,40,46,Android,1,37220,2025,27,3.1,Excellent,93,0,0,0,0,Tier3,Individual,9,0,1,89,27193.5
Xiaomi,Poco X5,2024,4,512,6.77,5347,68,58,Android,1,91382,2024,17,11.6,Good,95,0,0,0,0,Tier1,Store,24,1,1,69,41222.24
Realme,Realme Narzo 60,2020,12,256,6.79,5497,82,41,Android,1,35107,2025,16,1.6,Good,80,0,0,0,0,Tier1,Store,14,1,1,98,18199.76
Samsung,Galaxy A54,2022,4,512,6.24,6370,79,52,Android,1,36491,2025,57,8.2,Good,78,0,0,0,0,Tier3,Store,11,1,1,42,7534.1
Google,Pixel 8,2025,16,128,6.61,4536,86,66,Android,0,61131,2025,27,10.0,Good,91,0,0,0,0,Tier2,Store,7,0,0,51,19681.34
Vivo,Vivo X90,2021,12,64,6.87,4326,65,95,Android,1,95743,2023,38,1.1,Fair,95,0,0,0,0,Tier3,Store,10,0,1,88,32214.67
Realme,Realme Narzo 60,2021,16,256,6.47,3940,77,95,Android,1,102818,2023,69,3.2,Fair,98,0,0,0,0,Tier1,Individual,20,1,1,62,18293.3
Realme,Realme Narzo 60,2019,16,64,6.8,3880,59,94,Android,1,101686,2022,25,6.2,Fair,69,0,0,0,0,Tier3,Store,0,1,1,95,33934.38
Google,Pixel 8,2022,6,128,6.73,4532,94,67,Android,0,40922,2022,11,3.8,Good,83,0,0,0,0,Tier2,Individual,19,0,1,65,22967.6
OnePlus,OnePlus 10,2020,16,512,6.66,4735,53,45,Android,1,70944,2025,10,10.7,Fair,100,0,0,0,0,Tier3,Store,20,1,1,45,26999.11
Vivo,Vivo V27,2019,16,1024,5.69,5528,55,68,Android,1,130960,2022,52,9.2,Fair,72,0,0,0,0,Tier1,Individual,12,1,0,58,20113.8
Apple,iPhone 14,2023,6,128,5.78,3242,83,57,iOS,1,108953,2024,1,5.7,Fair,68,1,0,0,0,Tier3,Store,5,0,1,40,19738.37
OnePlus,Nord 3,2021,4,128,6.72,4335,76,99,Android,1,88644,2021,71,2.8,Excellent,55,0,0,1,0,Tier3,Store,12,1,0,73,8720.02
OnePlus,Nord 3,2024,6,128,6.23,5644,98,89,Android,1,140716,2024,15,6.9,Fair,63,0,0,0,0,Tier1,Store,0,0,1,71,41577.61
Vivo,Vivo V27,2024,12,128,6.29,4332,65,60,Android,1,14644,2024,14,4.8,Good,76,0,1,0,0,Tier2,Store,0,1,1,48,3639.47
Vivo,Vivo V27,2021,8,256,5.79,5746,93,87,Android,1,62480,2025,67,4.6,Good,88,0,0,1,0,Tier1,Individual,8,1,1,59,9580.47
Vivo,Vivo V27,2019,6,512,6.27,5671,60,59,Android,0,108877,2020,67,2.6,Fair,58,0,0,0,0,Tier1,Individual,19,1,0,77,14281.22
Google,Pixel 6,2020,6,128,6.27,5514,46,45,Android,1,116140,2024,2,8.2,Fair,90,0,0,0,0,Tier2,Store,0,1,1,54,45082.35
Samsung,Galaxy S23,2019,6,128,5.94,5659,44,98,Android,1,47995,2025,32,1.1,Fair,100,0,0,1,0,Tier2,Individual,5,0,1,48,13016.26
Vivo,Vivo V27,2021,8,256,6.03,6279,91,61,Android,1,98564,2023,21,6.3,Good,75,0,0,0,0,Tier3,Store,0,1,1,73,31330.62
Samsung,Galaxy S22,2024,6,128,5.84,3922,88,48,Android,1,128191,2024,3,2.9,Fair,61,0,0,0,0,Tier2,Individual,13,1,1,62,41006.77
Google,Pixel 7,2021,8,256,6.37,4045,46,67,Android,1,137917,2024,55,5.8,Poor,80,0,0,0,0,Tier3,Individual,2,1,1,100,23746.48
Xiaomi,Mi 11,2021,4,256,5.64,5935,92,56,Android,0,85611,2021,17,9.6,Fair,91,0,0,0,0,Tier3,Individual,6,1,1,49,23585.18
OnePlus,Nord 3,2025,12,256,5.55,3628,63,73,Android,0,107390,2025,8,5.6,Poor,74,0,0,0,0,Tier1,Store,0,0,1,44,16494.71
Apple,iPhone 13,2019,4,512,6.19,5433,85,53,iOS,1,13007,2020,70,2.7,Good,85,0,0,0,0,Tier3,Individual,0,0,1,98,3616.26
Google,Pixel 8,2023,6,1024,6.46,4960,86,84,Android,1,27207,2024,7,11.0,Excellent,63,0,0,0,0,Tier1,Store,7,1,1,92,13172.89
OnePlus,Nord 3,2021,6,128,5.64,4575,62,56,Android,1,26278,2024,22,6.3,Good,70,0,0,1,0,Tier2,Individual,24,1,1,42,9625.11
Xiaomi,Redmi Note 12,2019,8,128,6.42,3472,49,86,Android,1,51163,2024,42,6.1,Fair,90,0,0,0,0,Tier2,Individual,0,1,1,69,12744.93
Vivo,Vivo X90,2019,8,64,6.88,4228,56,55,Android,1,85816,2019,27,10.9,Good,56,0,0,0,0,Tier2,Store,16,1,1,42,12033.45
Apple,iPhone 11,2023,16,256,6.02,4078,94,78,iOS,1,117363,2023,28,8.9,Excellent,82,0,0,0,0,Tier3,Store,0,1,1,57,50407.02
Samsung,Galaxy A54,2021,6,256,6.81,3855,77,99,Android,1,73816,2023,50,6.9,Fair,83,1,0,1,0,Tier2,Individual,18,1,1,67,13450.02
Realme,Realme GT,2019,8,128,5.77,4016,93,83,Android,1,111619,2025,52,11.2,Fair,78,0,0,0,0,Tier1,Store,0,1,1,77,23583.51
Google,Pixel 6,2022,4,512,6.8,5335,60,43,Android,1,110169,2022,41,4.4,Excellent,66,0,1,1,0,Tier1,Store,4,1,0,88,27121.34
OnePlus,OnePlus 11,2021,6,1024,6.33,3299,76,82,Android,1,135487,2023,34,10.2,Good,76,0,0,1,0,Tier1,Store,0,0,1,80,42974.45
Samsung,Galaxy S22,2023,16,256,6.5,4821,63,83,Android,0,55197,2025,40,1.7,Excellent,79,0,1,0,0,Tier1,Store,0,1,1,70,15321.1
Samsung,Galaxy S23,2024,6,1024,6.1,5998,86,91,Android,1,38100,2024,55,4.2,Good,65,0,0,0,0,Tier1,Store,23,1,1,100,13022.98
Vivo,Vivo X90,2019,12,256,5.88,4458,62,91,Android,1,127900,2025,47,9.2,Good,55,1,1,0,0,Tier1,Store,0,1,1,97,18392.18
Apple,iPhone 11,2023,16,1024,6.73,5209,100,88,iOS,1,62914,2025,40,3.1,Good,56,0,1,0,0,Tier3,Individual,3,0,1,53,9478.58
Google,Pixel 6,2024,8,512,5.95,6478,57,80,Android,0,105140,2025,30,3.5,Fair,85,0,0,0,0,Tier3,Store,5,1,1,86,38982.95
Google,Pixel 7,2021,8,1024,6.24,5771,90,69,Android,1,113328,2023,55,4.2,Excellent,96,0,0,0,0,Tier2,Store,0,0,1,55,29228.81
Realme,Realme Narzo 60,2025,8,256,5.83,6374,51,68,Android,1,49062,2025,28,1.4,Excellent,82,0,1,0,0,Tier2,Store,0,1,0,77,16080.87
Xiaomi,Poco X5,2024,4,256,5.93,4880,61,98,Android,0,90054,2024,26,4.7,Excellent,95,0,0,0,0,Tier2,Individual,4,1,0,58,31733.75
Google,Pixel 6,2023,16,256,6.89,5762,83,94,Android,1,114790,2023,70,5.2,Good,72,0,0,0,0,Tier3,Individual,0,1,1,49,16472.18
Samsung,Galaxy S23,2023,16,512,6.04,6074,61,66,Android,1,43502,2024,57,11.8,Fair,92,0,0,1,0,Tier2,Individual,0,1,1,83,12319.28
Realme,Realme GT,2025,6,64,6.22,5773,83,76,Android,1,36317,2025,54,3.0,Excellent,70,0,0,0,0,Tier1,Store,0,1,0,41,6510.02
Samsung,Galaxy S21,2019,6,1024,5.62,4092,40,48,Android,1,75017,2023,11,5.8,Poor,75,0,1,0,0,Tier3,Store,0,0,1,100,25975.01
Vivo,Vivo V27,2021,12,256,5.82,5992,53,57,Android,0,99335,2024,8,1.9,Good,98,0,1,0,0,Tier2,Individual,24,0,1,65,45010.28
Vivo,Vivo X90,2019,4,128,6.67,4695,43,42,Android,1,65531,2025,44,5.7,Excellent,85,0,0,0,0,Tier1,Individual,16,1,1,75,17556.88
Google,Pixel 8,2019,8,256,6.6,5540,62,78,Android,1,115924,2023,28,5.5,Poor,92,0,0,0,0,Tier1,Store,24,0,1,42,18537.28
Vivo,Vivo X90,2022,12,128,5.72,6267,40,40,Android,0,129248,2025,37,6.1,Fair,94,0,1,0,0,Tier3,Individual,0,1,1,80,34862.75
Apple,iPhone 13,2023,6,256,5.86,5047,58,41,iOS,1,141148,2024,66,7.7,Poor,63,0,0,0,0,Tier2,Store,0,1,0,58,12538.09
Samsung,Galaxy S22,2025,16,64,6.35,5379,57,70,Android,0,142364,2025,17,4.1,Fair,90,0,0,0,0,Tier1,Individual,13,0,1,89,75932.91
Xiaomi,Redmi Note 12,2025,12,512,6.29,4471,61,48,Android,0,109183,2025,49,10.0,Good,99,0,0,1,0,Tier2,Store,8,0,1,72,27084.34
Xiaomi,Mi 11,2020,12,256,6.53,3492,74,66,Android,0,103016,2025,48,1.6,Excellent,87,0,0,0,0,Tier1,Store,0,0,1,62,27719.37
Xiaomi,Mi 11,2025,8,128,5.94,3447,57,88,Android,1,48536,2025,41,8.1,Good,55,0,0,0,0,Tier1,Store,18,0,0,100,12498.74
Apple,iPhone 11,2020,4,256,5.9,4484,99,71,iOS,0,89666,2022,55,2.0,Good,65,0,0,0,0,Tier3,Individual,1,1,1,55,13792.2
Xiaomi,Poco X5,2020,4,1024,5.64,6124,60,43,Android,1,87467,2020,65,10.7,Good,68,0,1,0,0,Tier1,Store,3,1,1,73,12522.91
Xiaomi,Mi 11,2020,12,512,5.93,5053,89,54,Android,0,88343,2023,27,4.8,Good,78,0,0,0,0,Tier3,Individual,3,0,0,82,30485.03
Apple,iPhone 14,2019,4,512,5.52,5045,52,65,iOS,1,69479,2025,23,2.2,Excellent,95,0,1,1,0,Tier1,Individual,0,1,0,88,36611.14
Vivo,Vivo V27,2023,16,1024,5.87,4354,46,54,Android,1,105307,2023,68,7.0,Fair,100,0,0,0,0,Tier2,Individual,12,1,1,45,15976.42
Vivo,Vivo V27,2020,16,256,6.47,3854,53,48,Android,0,13215,2024,48,2.3,Good,73,0,0,0,0,Tier3,Individual,17,0,1,52,10682.59
OnePlus,OnePlus 11,2023,12,512,5.86,3805,41,63,Android,0,42579,2023,27,5.2,Fair,67,0,0,0,0,Tier2,Individual,9,0,1,60,9275.24
Samsung,Galaxy A54,2019,8,128,6.7,3960,70,95,Android,0,92695,2025,2,8.8,Good,87,0,0,0,1,Tier2,Store,9,1,1,60,31052.82
OnePlus,OnePlus 9,2024,4,1024,6.73,5181,89,70,Android,0,47889,2024,6,4.6,Poor,65,0,0,1,0,Tier3,Individual,0,1,0,65,6820.63
Vivo,Vivo V27,2022,12,64,6.61,5881,62,51,Android,1,28927,2023,5,6.4,Fair,61,0,0,0,1,Tier3,Store,3,0,1,74,6769.75
Samsung,Galaxy A54,2023,16,64,5.77,3179,66,50,Android,1,97182,2025,25,10.6,Fair,74,0,0,0,0,Tier3,Store,21,0,1,78,30482.88
OnePlus,Nord 3,2019,8,1024,6.65,5853,72,73,Android,1,98766,2024,19,7.4,Excellent,64,0,0,0,0,Tier3,Individual,21,0,1,62,32722.33
Google,Pixel 7,2022,8,128,5.72,5043,82,46,Android,1,131538,2024,44,11.3,Fair,99,0,0,0,1,Tier3,Store,9,1,1,63,17639.62
Vivo,Vivo X90,2019,12,128,5.95,5629,88,81,Android,1,79262,2022,49,5.0,Good,84,0,0,0,0,Tier2,Store,13,1,1,94,26278.59
Vivo,Vivo V27,2021,6,256,6.26,4234,44,59,Android,0,110870,2024,5,5.4,Fair,91,1,0,1,0,Tier1,Individual,7,0,1,54,27770.47
Google,Pixel 7,2024,8,1024,5.72,6187,83,52,Android,1,81774,2024,29,8.7,Fair,88,0,0,1,0,Tier1,Store,18,0,1,79,30186.05
Xiaomi,Poco X5,2023,12,256,6.65,4321,83,96,Android,1,38587,2024,1,6.0,Poor,57,0,0,1,0,Tier1,Individual,4,0,1,65,4309.17
Xiaomi,Mi 11,2023,12,128,6.21,4510,43,66,Android,1,94125,2025,71,3.7,Fair,63,0,1,0,0,Tier1,Store,21,1,1,89,13229.19
Samsung,Galaxy S22,2025,6,64,6.41,5191,52,73,Android,1,41730,2025,2,5.1,Poor,86,0,0,0,0,Tier1,Individual,6,1,1,50,8934.61
Vivo,Vivo X90,2025,16,1024,5.67,3956,52,67,Android,1,65922,2025,3,5.3,Good,92,0,0,0,0,Tier2,Individual,5,0,1,56,24231.54
Xiaomi,Mi 11,2024,16,512,5.94,4446,56,52,Android,1,20833,2025,64,8.9,Fair,65,0,0,0,0,Tier1,Individual,0,0,0,77,2343.34
Realme,Realme Narzo 60,2022,16,128,6.16,4426,57,58,Android,1,13832,2024,39,8.9,Excellent,73,0,0,0,0,Tier2,Store,0,1,1,77,8398.02
Vivo,Vivo V27,2019,12,64,5.59,4041,75,65,Android,1,31245,2020,32,8.9,Good,93,0,0,0,0,Tier1,Store,17,0,1,61,7190.34
Google,Pixel 8,2020,8,512,6.3,3041,86,72,Android,1,29817,2021,29,4.7,Poor,68,0,0,0,1,Tier1,Store,22,0,0,68,3284.55
Vivo,Vivo V27,2019,6,256,6.54,3808,87,60,Android,0,119968,2025,4,5.0,Good,79,0,0,0,0,Tier3,Store,20,1,1,55,40675.35
Xiaomi,Poco X5,2021,8,128,6.26,3020,59,79,Android,0,84705,2022,12,5.8,Fair,60,0,0,1,0,Tier2,Individual,16,1,1,45,14069.99
